Index,Id,Name,Sex,Age,Height,Weight,NOC
1,18,Timo Antero Aaltonen,M,31,189,130,FIN
2,20,Kjetil Andr Aamodt,M,20,176,85,NOR
3,20,Kjetil Andr Aamodt,M,20,176,85,NOR
4,20,Kjetil Andr Aamodt,M,20,176,85,NOR
5,20,Kjetil Andr Aamodt,M,20,176,85,NOR
6,20,Kjetil Andr Aamodt,M,22,176,85,NOR
7,20,Kjetil Andr Aamodt,M,22,176,85,NOR
8,20,Kjetil Andr Aamodt,M,22,176,85,NOR
9,20,Kjetil Andr Aamodt,M,22,176,85,NOR
10,20,Kjetil Andr Aamodt,M,22,176,85,NOR
11,20,Kjetil Andr Aamodt,M,26,176,85,NOR
12,20,Kjetil Andr Aamodt,M,26,176,85,NOR
13,20,Kjetil Andr Aamodt,M,26,176,85,NOR
14,20,Kjetil Andr Aamodt,M,26,176,85,NOR
15,20,Kjetil Andr Aamodt,M,30,176,85,NOR
16,20,Kjetil Andr Aamodt,M,30,176,85,NOR
17,20,Kjetil Andr Aamodt,M,30,176,85,NOR
18,20,Kjetil Andr Aamodt,M,30,176,85,NOR
19,20,Kjetil Andr Aamodt,M,30,176,85,NOR
20,20,Kjetil Andr Aamodt,M,34,176,85,NOR
21,20,Kjetil Andr Aamodt,M,34,176,85,NOR
22,34,Jamale (Djamel-) Aarrass (Ahrass-),M,30,187,76,FRA
23,48,Abdelhak Aatakni,M,24,NA,64,MAR
24,49,Moonika Aava,F,24,168,65,EST
25,49,Moonika Aava,F,28,168,65,EST
26,52,Patrick Abada,M,22,189,80,FRA
27,54,Mohamed Jamshid Abadi,M,NA,NA,NA,IRI
28,55,Antonio Abadia Beci,M,26,170,65,ESP
29,57,Borislav Abadzhiev,M,24,176,66,BUL
30,66,Mohamed Abakkar,M,NA,156,48,SUD
31,67,Mariya Vasilyevna Abakumova (-Tarabina),F,22,179,80,RUS
32,67,Mariya Vasilyevna Abakumova (-Tarabina),F,26,179,80,RUS
33,77,Antoine Abang,M,27,166,75,CMR
34,86,Jos Manuel Abascal Gmez,M,22,182,67,ESP
35,86,Jos Manuel Abascal Gmez,M,26,182,67,ESP
36,88,Nunu Dzhansuhivna Abashydze (-Myslaieva),F,25,168,105,URS
37,91,Emanuele Abate,M,27,190,80,ITA
38,95,Georgia Abatzidou,F,35,155,43,GRE
39,96,Carlos Rodolfo Abaunza Balladares,M,18,168,60,NCA
40,97,Carlos Alberto Abaunza,M,16,180,70,NCA
41,101,Adeyemi Abayomi,M,25,170,51,NGR
42,104,Gana Abba Kimet,M,26,NA,NA,CHA
43,105,Ilyas Abbadi,M,19,175,75,ALG
44,105,Ilyas Abbadi,M,23,175,75,ALG
45,109,Abdul Latif Al-Sayed Abbas Youssef Hashem,M,23,176,64,KUW
46,109,Abdul Latif Al-Sayed Abbas Youssef Hashem,M,23,176,64,KUW
47,109,Abdul Latif Al-Sayed Abbas Youssef Hashem,M,27,176,64,KUW
48,110,Abubakar Abbas Abbas,M,20,175,66,BRN
49,111,Aqarab Abbas,M,22,190,88,PAK
50,114,Essa Abbas Faleh Hashem,M,20,160,65,KUW
51,115,Ghulam Abbas,M,24,181,74,PAK
52,117,Maher Abbas,M,22,178,78,LIB
53,117,Maher Abbas,M,22,178,78,LIB
54,121,Muhammad Abbas,M,23,168,55,PAK
55,126,Forough Abbasi,F,20,164,58,IRI
56,129,Ruslan Abbasov,M,22,181,74,AZE
57,160,Ali Abdalla Afringi,M,25,163,57,ERI
58,166,Omari Abdallah,M,21,168,57,TAN
59,166,Omari Abdallah,M,29,168,57,TAN
60,167,Ould Lamine Abdallah,M,NA,NA,NA,FRA
61,168,Younis Abdallah Rabee,M,23,169,68,KUW
62,169,Raida Abdallah Bader,F,19,158,49,JOR
63,175,Abdelgani Hassan Abdel Fattah,M,31,NA,NA,EGY
64,176,Mahmoud Atter Abdel Fattah,M,NA,NA,NA,UAR
65,178,Sayed Abdel Gadir,M,23,180,56,SUD
66,178,Sayed Abdel Gadir,M,32,180,56,SUD
67,179,Ibrahim Saad Abdel Galil,M,NA,176,73,SUD
68,179,Ibrahim Saad Abdel Galil,M,NA,176,73,SUD
69,189,Hwad Ibrahim Abdel Hamid Lumomba,M,NA,162,57,SUD
70,194,Moustafa Mounib Abdel Kader,M,NA,176,67,UAR
71,204,Moustafa Abdel Naser,M,21,176,74,LBA
72,208,Fathi Ali Abdel Rahman,M,20,NA,NA,EGY
73,217,Reskalla Mohamed Abdel Rehim,M,22,165,48,EGY
74,218,Ahmed Ali Abdel Samad,M,27,195,95,EGY
75,222,Mohamed Said Abdel Wehab,M,22,157,48,EGY
76,228,Mahmoud Abdelaal,M,24,176,60,EGY
77,234,Abdalla Abdelgadir El-Sheikh,M,21,170,58,SUD
78,237,Ben Ahmed Abdelkrim,M,20,NA,NA,FRA
79,243,Ihab Abdelrahman El-Sayed Abdelrahman,M,23,194,96,EGY
80,247,El-Hachemi Abdenouz,M,24,170,63,ALG
81,248,Rda Abdenouz,M,19,170,63,ALG
82,248,Rda Abdenouz,M,23,170,63,ALG
83,251,Bashir Abdi,M,27,176,56,BEL
84,251,Bashir Abdi,M,27,176,56,BEL
85,252,Youcef Abdi,M,30,178,66,AUS
86,252,Youcef Abdi,M,34,178,66,AUS
87,253,Jamal Abdi Hassan Abdullah,M,19,177,65,QAT
88,253,Jamal Abdi Hassan Abdullah,M,23,177,65,QAT
89,254,Talal Omar Abdillahi,M,21,170,57,DJI
90,254,Talal Omar Abdillahi,M,25,170,57,DJI
91,256,"Abdihakim ""Abdi"" Abdirahman",M,23,178,61,USA
92,256,"Abdihakim ""Abdi"" Abdirahman",M,27,178,61,USA
93,256,"Abdihakim ""Abdi"" Abdirahman",M,31,178,61,USA
94,256,"Abdihakim ""Abdi"" Abdirahman",M,35,178,61,USA
95,262,Yhyacinthe Mewoli Abdon,M,26,176,60,CMR
96,263,Hassane Abdou,M,23,185,67,COM
97,268,Brahim Daoud Abdoulaye,M,25,NA,71,CHA
98,271,Ibrahim Abdrabbou,M,27,NA,NA,EGY
99,272,Berik Abdrakhmanov,M,30,165,60,KAZ
100,273,Maizurah Abdul Rahim,F,17,147,50,BRU
101,274,Mehdi Fahim Abdul Al-Sada,M,24,184,70,IRQ
102,286,Abdul Aziz Hassan Al-Hadba Abdul Karim Abdul Kareem,M,23,169,60,KUW
103,286,Abdul Aziz Hassan Al-Hadba Abdul Karim Abdul Kareem,M,23,169,60,KUW
104,287,Taha Abdul Karim,M,20,156,59,IRQ
105,288,Masoud Abdul Khamis Al-Rahman,M,17,176,68,QAT
106,289,Abdul Haji Abdul Latheef,M,17,168,54,MDV
107,296,Zambrose Abdul Rahman,M,24,173,64,MAS
108,299,Dana Abdul Razak (Hussain-),F,22,163,56,IRQ
109,299,Dana Abdul Razak (Hussain-),F,26,163,56,IRQ
110,300,A. Abdul Razzak,M,NA,178,70,IRQ
111,300,A. Abdul Razzak,M,NA,178,70,IRQ
112,301,Mohamed Abdul Razzak,M,NA,177,68,IRQ
113,307,Fahmi Ahmed Abdul Wahab Al-Tahri,M,23,NA,NA,YAR
114,313,"Lawal Kolawole ""Kola"" Abdulai",M,21,172,66,NGR
115,313,"Lawal Kolawole ""Kola"" Abdulai",M,21,172,66,NGR
116,313,"Lawal Kolawole ""Kola"" Abdulai",M,25,172,66,NGR
117,313,"Lawal Kolawole ""Kola"" Abdulai",M,25,172,66,NGR
118,314,"Rukayatu ""Ruky"" Abdulai",F,22,180,59,CAN
119,318,Ahmed Abdulkareem Ahmed,M,20,NA,NA,IRQ
120,321,Ahmad Hassan Abdullah,M,27,164,55,QAT
121,327,Mohamed Samy Abdullah,M,NA,165,65,UAE
122,328,Mohamed Abdullah,M,NA,180,76,IRQ
123,333,Abdel Wahab Abdullah Salih,M,NA,190,75,SUD
124,333,Abdel Wahab Abdullah Salih,M,NA,190,75,SUD
125,335,Abdulqdir Abdullayev,M,28,188,91,AZE
126,337,Mukhammad Kadyr Abdullayev,M,22,169,63,UZB
127,337,Mukhammad Kadyr Abdullayev,M,26,169,63,UZB
128,340,Laye Abdullayeva,F,21,170,47,AZE
129,347,Najim Abdulrazak Al-Enazy,M,18,150,60,KUW
130,348,Zeyad Abdulrazak Al-Khudhur Al-Enazy,M,19,181,66,KUW
131,348,Zeyad Abdulrazak Al-Khudhur Al-Enazy,M,23,181,66,KUW
132,349,Waheed Abdulridha Waheed Karaawi,M,33,178,74,IRQ
133,352,Sherzod Abdurahmonov,M,22,178,73,UZB
134,356,Adlan Aliyevich Abdurashidov,M,26,172,60,RUS
135,359,Andrey Khakimovich Abduvaliyev,M,26,190,125,EUN
136,359,Andrey Khakimovich Abduvaliyev,M,34,190,125,UZB
137,361,Aybek Abdymomunov,M,18,162,54,KGZ
138,368,Naoki Abe,M,23,173,68,JPN
139,368,Naoki Abe,M,23,173,68,JPN
140,379,Addis Abebe,M,21,160,50,ETH
141,379,Addis Abebe,M,21,160,50,ETH
142,381,Benaissa Abed,M,23,170,51,ALG
143,397,Mara Abel Diguez,F,25,163,46,ESP
144,397,Mara Abel Diguez,F,29,163,46,ESP
145,402,Arthur Abele,M,22,184,85,GER
146,402,Arthur Abele,M,30,184,85,GER
147,408,Alfonso Abelln Lpez,M,37,174,63,ESP
148,410,Edwige Marie Abna Fouda,F,23,173,61,CMR
149,411,Gezahgne Abera,M,22,166,58,ETH
150,412,Tesfaye Abera Dibaba,M,24,192,68,ETH
151,419,Majken berg,F,30,170,60,SWE
152,420,"Olof Viktor ""Olle"" berg",M,27,181,78,SWE
153,426,Edme Abetel (-Barr),F,29,NA,NA,SUI
154,427,Pasqualino Abeti,M,24,173,66,ITA
155,428,Elvan Abeylegesse,F,21,159,40,TUR
156,428,Elvan Abeylegesse,F,21,159,40,TUR
157,428,Elvan Abeylegesse,F,25,159,40,TUR
158,428,Elvan Abeylegesse,F,25,159,40,TUR
159,431,Narek Abgaryan,M,24,166,52,ARM
160,438,Jaiye Abidoye,M,30,NA,NA,NGR
161,438,Jaiye Abidoye,M,30,NA,NA,NGR
162,440,Mitsuhiro Abiko,M,19,169,62,JPN
163,441,Tomomi Abiko,F,24,173,53,JPN
164,445,Endurance Abinuwa,F,24,159,54,NGR
165,447,Firmin Abissi,M,28,159,54,BEN
166,447,Firmin Abissi,M,32,159,54,BEN
167,449,Inga Eduardovna Abitova,F,26,164,58,RUS
168,450,Ceyhun Abiyev,M,29,163,48,AZE
169,459,Bukola Dammy Abogunloko,F,17,170,53,NGR
170,461,Mohamed Aboker,M,26,175,61,SOM
171,461,Mohamed Aboker,M,26,175,61,SOM
172,462,Ilze bola,F,19,169,60,LAT
173,463,Agnese boltia,F,17,166,60,LAT
174,463,Agnese boltia,F,17,166,60,LAT
175,463,Agnese boltia,F,17,166,60,LAT
176,464,Abdul Razzak Aboobakur,M,25,168,59,MDV
177,467,Jean-Pierre Abossolo-Ze,M,27,NA,NA,CMR
178,467,Jean-Pierre Abossolo-Ze,M,27,NA,NA,CMR
179,479,Zaid Abou Hamed,M,30,182,79,SYR
180,485,Sadoon Mohamed Aboub,M,21,170,48,IRQ
181,487,Inni Aboubacar,M,NA,NA,NA,NIG
182,488,Ibrahim Mohamedin Aboubaker,M,21,190,65,QAT
183,488,Ibrahim Mohamedin Aboubaker,M,25,190,65,QAT
184,489,Ahmed Ghmin Aboud,M,22,170,51,IRQ
185,490,Fathi Khalifa Aboud,M,23,175,75,LBA
186,491,Kamel Aboud,M,22,178,67,ALG
187,493,Rabah Aboud,M,31,180,64,ALG
188,499,Dany Abounaoum,M,22,NA,NA,LIB
189,499,Dany Abounaoum,M,22,NA,NA,LIB
190,503,Adeola Aboyade-Cole,M,22,193,78,NGR
191,511,Tadesse Abraham,M,33,178,61,SUI
192,512,Shiny Kurisingal Abraham-Wilson,F,19,167,53,IND
193,512,Shiny Kurisingal Abraham-Wilson,F,19,167,53,IND
194,512,Shiny Kurisingal Abraham-Wilson,F,23,167,53,IND
195,512,Shiny Kurisingal Abraham-Wilson,F,23,167,53,IND
196,512,Shiny Kurisingal Abraham-Wilson,F,27,167,53,IND
197,512,Shiny Kurisingal Abraham-Wilson,F,31,167,53,IND
198,517,Glen Abrahams Martnez,M,22,179,72,CRC
199,517,Glen Abrahams Martnez,M,22,179,72,CRC
200,518,Guy A. Abrahams,M,23,173,65,PAN
201,518,Guy A. Abrahams,M,23,173,65,PAN
202,532,Iason Abramashvili,M,17,176,82,GEO
203,532,Iason Abramashvili,M,17,176,82,GEO
204,532,Iason Abramashvili,M,21,176,82,GEO
205,532,Iason Abramashvili,M,21,176,82,GEO
206,532,Iason Abramashvili,M,25,176,82,GEO
207,532,Iason Abramashvili,M,25,176,82,GEO
208,533,Yelena Vasilyevna Abramchuk (Kopets-),F,28,182,95,BLR
209,539,Levan Abramishvili,M,23,181,84,GEO
210,539,Levan Abramishvili,M,27,181,84,GEO
211,540,Andrey Vasilyevich Abramov,M,24,180,100,URS
212,542,Nikolay Kuzmich Abramov,M,30,164,59,URS
213,545,Valery Aleksandrovich Abramov,M,23,173,61,URS
214,551,Aliyah Abrams,F,19,163,53,GUY
215,554,Benik Abramyan,M,31,186,115,GEO
216,555,Antnio da Cunha Meneses Martins Abrantes,M,20,176,68,POR
217,555,Antnio da Cunha Meneses Martins Abrantes,M,20,176,68,POR
218,555,Antnio da Cunha Meneses Martins Abrantes,M,24,176,68,POR
219,555,Antnio da Cunha Meneses Martins Abrantes,M,28,176,68,POR
220,556,Arnaldo Lus Isaas Abrantes,M,21,183,72,POR
221,556,Arnaldo Lus Isaas Abrantes,M,25,183,72,POR
222,557,Arnaldo Joaquim Castro Abrantes,M,26,174,68,POR
223,565,Glauclio Serro Abreu,M,26,185,75,BRA
224,574,rika Abril Surez,F,34,164,52,COL
225,574,rika Abril Surez,F,38,164,52,COL
226,584,Ayele Abshero Biza,M,21,168,62,ETH
227,585,Brian Kenneth Abshire,M,24,180,59,USA
228,587,Gudrun Maria Abt,F,26,178,61,FRG
229,587,Gudrun Maria Abt,F,26,178,61,FRG
230,590,Mohamed Abu Abdullah,M,27,173,74,BAN
231,593,Methkal Marouf Abu Drais,M,28,168,67,JOR
232,593,Methkal Marouf Abu Drais,M,32,168,67,JOR
233,595,Majed Abu Maraheel,M,33,180,76,PLE
234,599,Bektas Abubakirov,M,23,165,54,KAZ
235,600,Nagmeldin Ali Abubakr,M,18,172,63,SUD
236,600,Nagmeldin Ali Abubakr,M,22,172,63,SUD
237,601,Sanna Abubkheet,F,19,157,52,PLE
238,602,Abudoureheman,M,22,182,75,CHN
239,604,"Folashade ""Shade"" Abugan",F,17,150,64,NGR
240,604,"Folashade ""Shade"" Abugan",F,17,150,64,NGR
241,605,Fernando J. Abugattas Aboino,M,20,190,80,PER
242,606,Roberto Abugattas Aboino,M,21,182,77,PER
243,606,Roberto Abugattas Aboino,M,25,182,77,PER
244,609,Fartun Abukar Omar,F,18,170,58,SOM
245,611,Mohammed Abukhousa,M,23,170,67,PLE
246,613,Kariman Abuljadayel,F,22,180,70,KSA
247,616,Shigeru Aburaya,M,27,163,51,JPN
248,620,Kanat Kalizhanovich Abutalipov,M,25,168,56,KAZ
249,620,Kanat Kalizhanovich Abutalipov,M,29,168,56,KAZ
250,625,E. Doan Acarbay,M,21,NA,NA,TUR
251,625,E. Doan Acarbay,M,21,NA,NA,TUR
252,625,E. Doan Acarbay,M,25,NA,NA,TUR
253,625,E. Doan Acarbay,M,25,NA,NA,TUR
254,628,Jacques Accambray,M,22,194,125,FRA
255,628,Jacques Accambray,M,26,194,125,FRA
256,633,Martina Accola,F,24,170,62,SUI
257,633,Martina Accola,F,28,170,62,SUI
258,634,Paul Accola,M,20,176,82,SUI
259,634,Paul Accola,M,20,176,82,SUI
260,634,Paul Accola,M,24,176,82,SUI
261,634,Paul Accola,M,24,176,82,SUI
262,634,Paul Accola,M,24,176,82,SUI
263,634,Paul Accola,M,24,176,82,SUI
264,634,Paul Accola,M,24,176,82,SUI
265,634,Paul Accola,M,26,176,82,SUI
266,634,Paul Accola,M,26,176,82,SUI
267,634,Paul Accola,M,26,176,82,SUI
268,634,Paul Accola,M,26,176,82,SUI
269,634,Paul Accola,M,30,176,82,SUI
270,634,Paul Accola,M,30,176,82,SUI
271,634,Paul Accola,M,30,176,82,SUI
272,634,Paul Accola,M,30,176,82,SUI
273,634,Paul Accola,M,34,176,82,SUI
274,634,Paul Accola,M,34,176,82,SUI
275,638,Raidel Acea Morales,M,21,NA,NA,CUB
276,641,Jos Aceituno,M,23,167,58,CHI
277,643,Marco Acerbi,M,23,190,74,ITA
278,644,Claudia Acerenza Marez,F,22,160,55,URU
279,644,Claudia Acerenza Marez,F,22,160,55,URU
280,646,Anibl Santiago Acevedo,M,21,176,67,PUR
281,649,Fernando Acevedo Portugues,M,22,175,65,PER
282,649,Fernando Acevedo Portugues,M,26,175,65,PER
283,651,Jos Eduardo Acevedo Herrera,M,22,179,65,VEN
284,668,Gemma Acheampong,F,23,163,54,GHA
285,671,Ghassan Achi,M,16,168,60,LIB
286,671,Ghassan Achi,M,16,168,60,LIB
287,672,Wilson Achia,M,25,167,52,UGA
288,673,Abdel Hak Achik,M,29,165,54,MAR
289,674,Mohamed Abdelhak Achik,M,23,174,57,MAR
290,674,Mohamed Abdelhak Achik,M,27,174,57,MAR
291,674,Mohamed Abdelhak Achik,M,31,174,57,MAR
292,675,"Onochie Lawrence ""Larry"" Achike",M,25,188,75,GBR
293,675,"Onochie Lawrence ""Larry"" Achike",M,33,188,75,GBR
294,679,Ioan Valeriu Achiriloaie,M,23,183,87,ROU
295,679,Ioan Valeriu Achiriloaie,M,23,183,87,ROU
296,681,Janet Achola,F,24,167,52,UGA
297,682,Julius Achon,M,19,168,55,UGA
298,682,Julius Achon,M,23,168,55,UGA
299,684,Ahmed Mohamed Achouche,M,28,191,110,EGY
300,684,Ahmed Mohamed Achouche,M,32,191,110,EGY
301,691,Assumpta Achuo-Bei,F,20,159,55,CMR
302,691,Assumpta Achuo-Bei,F,20,159,55,CMR
303,692,"James Dudley ""Jim"" Achurch",M,28,NA,NA,AUS
304,693,Gabriel Achy Assi,M,25,166,61,CIV
305,694,Oliver M. Acii,F,18,167,55,UGA
306,694,Oliver M. Acii,F,18,167,55,UGA
307,701,Georg Ackermann,M,24,191,75,GER
308,703,"Marianne ""Marjan"" Ackermans-Thomas",F,26,180,70,NED
309,707,Urban Acman,M,24,180,83,SLO
310,709,Asuncin Acosta Galano,F,18,169,52,CUB
311,709,Asuncin Acosta Galano,F,18,169,52,CUB
312,717,Leopoldo Acosta,M,22,185,61,ECU
313,722,Mariano Acosta,M,22,NA,NA,ARG
314,722,Mariano Acosta,M,22,NA,NA,ARG
315,723,Osmay Acosta Duarte,M,23,188,91,CUB
316,728,George Wilson Acquaah,M,26,NA,NA,GHA
317,728,George Wilson Acquaah,M,26,NA,NA,GHA
318,736,Brigitte Acton (-Smith),F,20,168,63,CAN
319,736,Brigitte Acton (-Smith),F,20,168,63,CAN
320,736,Brigitte Acton (-Smith),F,20,168,63,CAN
321,736,Brigitte Acton (-Smith),F,24,168,63,CAN
322,737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,21,188,66,USA
323,737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,25,188,66,USA
324,737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,29,188,66,USA
325,737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,33,188,66,USA
326,737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,37,188,66,USA
327,739,Jorge Acua,M,24,173,50,URU
328,743,Arslanbek Aylow,M,23,177,75,TKM
329,745,Kazimierz Piotr Adach,M,23,162,60,POL
330,763,Herman Adam Negrete,M,23,180,71,MEX
331,764,Idrissa Adam,M,27,178,79,CMR
332,768,Joseph Adam,M,27,172,70,SEY
333,770,Marcus Adam,M,24,182,82,GBR
334,770,Marcus Adam,M,24,182,82,GBR
335,770,Marcus Adam,M,24,182,82,GBR
336,771,Marianne Adam,F,20,183,85,GDR
337,771,Marianne Adam,F,24,183,85,GDR
338,781,Ahmed Adam Salah,M,30,154,64,SUD
339,787,Edward Adamczyk,M,26,190,83,POL
340,787,Edward Adamczyk,M,26,190,83,POL
341,797,Zoltn Adamik,M,23,175,71,HUN
342,797,Zoltn Adamik,M,23,175,71,HUN
343,804,Antoine Xavier Adams,M,23,180,79,SKN
344,804,Antoine Xavier Adams,M,23,180,79,SKN
345,804,Antoine Xavier Adams,M,23,180,79,SKN
346,804,Antoine Xavier Adams,M,27,180,79,SKN
347,804,Antoine Xavier Adams,M,27,180,79,SKN
348,804,Antoine Xavier Adams,M,27,180,79,SKN
349,808,"Robert ""Bob"" Adams",M,27,NA,NA,CAN
350,809,Brian Adams,M,27,183,67,GBR
351,815,"Francis ""Frank"" Adams",M,22,169,68,TTO
352,815,"Francis ""Frank"" Adams",M,26,169,68,TTO
353,822,Lennox Adams,M,20,NA,NA,VIN
354,823,Liam Adams,M,29,178,64,AUS
355,824,Luke Kendall Adams,M,27,189,70,AUS
356,824,Luke Kendall Adams,M,31,189,70,AUS
357,824,Luke Kendall Adams,M,31,189,70,AUS
358,824,Luke Kendall Adams,M,35,189,70,AUS
359,826,Lyukman Rasakovich Adams,M,23,194,87,RUS
360,831,Nelson Luis Adams,M,21,NA,81,PUR
361,832,Nicola Virginia Adams,F,29,164,51,GBR
362,832,Nicola Virginia Adams,F,33,164,51,GBR
363,833,Odalys Adams Castillo,F,25,171,59,CUB
364,841,Walter Adams,M,23,172,67,FRG
365,841,Walter Adams,M,27,172,67,FRG
366,846,Valerie Kasanita Adams-Vili (-Price),F,19,193,120,NZL
367,846,Valerie Kasanita Adams-Vili (-Price),F,23,193,120,NZL
368,846,Valerie Kasanita Adams-Vili (-Price),F,27,193,120,NZL
369,846,Valerie Kasanita Adams-Vili (-Price),F,31,193,120,NZL
370,851,Jerzy Adamski,M,23,171,58,POL
371,854,Derrick Adamson,M,26,177,72,JAM
372,854,Derrick Adamson,M,30,177,72,JAM
373,858,Charles Adamu,M,23,170,81,GHA
374,860,Dariusz Adamus,M,23,185,94,POL
375,861,Jos Carlos Adn Arias,M,25,166,57,ESP
376,862,Nenita Adan,F,23,160,49,PHI
377,863,Aboukar Hassan Adani,M,20,165,59,SOM
378,863,Aboukar Hassan Adani,M,28,165,59,SOM
379,865,Juan Bautista Adarraga Elizarn,M,24,183,NA,ESP
380,865,Juan Bautista Adarraga Elizarn,M,24,183,NA,ESP
381,870,"William Arthur ""Bill"" Adcocks",M,26,168,55,GBR
382,878,Hamida Addche,M,28,164,56,FRA
383,880,Roy Addison,M,21,177,75,GBR
384,886,Ebenezer Charles O. Addy,M,23,178,70,GHA
385,887,James Aryee Addy,M,20,183,75,GHA
386,887,James Aryee Addy,M,24,183,75,GHA
387,887,James Aryee Addy,M,24,183,75,GHA
388,887,James Aryee Addy,M,28,183,75,GHA
389,887,James Aryee Addy,M,28,183,75,GHA
390,887,James Aryee Addy,M,32,183,75,GHA
391,887,James Aryee Addy,M,32,183,75,GHA
392,888,Jangy McKinley Addy,M,23,188,88,LBR
393,888,Jangy McKinley Addy,M,27,188,88,LBR
394,889,Mercy Addy,F,20,161,58,GHA
395,889,Mercy Addy,F,20,161,58,GHA
396,889,Mercy Addy,F,24,161,58,GHA
397,889,Mercy Addy,F,32,161,58,GHA
398,895,Adegboyega Folaranmi Adedoyin,M,25,NA,NA,GBR
399,895,Adegboyega Folaranmi Adedoyin,M,25,NA,NA,GBR
400,897,Lawrence Adegbeingbe,M,27,181,66,NGR
401,898,"Stephen Adebisi Gbadegesin ""Steve"" Adegbite",M,24,186,77,NGR
402,899,Adewale Adegbusi,M,30,NA,67,NGR
403,900,Oluwakemi 'Kemi' Adekoya,F,23,166,63,BRN
404,905,Alberto Adela,M,NA,NA,NA,PHI
405,915,Abrar Osman Adem,M,18,168,58,ERI
406,915,Abrar Osman Adem,M,22,168,58,ERI
407,919,Hoche Yaya Aden,M,21,180,47,DJI
408,920,Ibrahim Mohamed Aden Gedi,M,23,178,75,SOM
409,920,Ibrahim Mohamed Aden Gedi,M,27,178,75,SOM
410,921,Jama Awil Aden,M,23,176,69,SOM
411,922,Jama Mohamed Aden,M,21,180,68,SOM
412,922,Jama Mohamed Aden,M,21,180,68,SOM
413,922,Jama Mohamed Aden,M,26,180,68,SOM
414,923,Olapade Charles Adeniken,M,19,186,78,NGR
415,923,Olapade Charles Adeniken,M,19,186,78,NGR
416,923,Olapade Charles Adeniken,M,19,186,78,NGR
417,923,Olapade Charles Adeniken,M,22,186,78,NGR
418,923,Olapade Charles Adeniken,M,22,186,78,NGR
419,923,Olapade Charles Adeniken,M,22,186,78,NGR
420,923,Olapade Charles Adeniken,M,26,186,78,NGR
421,926,Esau Adenji,M,24,177,70,CMR
422,926,Esau Adenji,M,28,177,70,CMR
423,926,Esau Adenji,M,28,177,70,CMR
424,927,Margaret Adetutu Adeoye,F,27,162,65,GBR
425,929,Berhane Adere Debala,F,22,170,50,ETH
426,929,Berhane Adere Debala,F,27,170,50,ETH
427,929,Berhane Adere Debala,F,35,170,50,ETH
428,931,Nyakisi Adero,F,30,NA,NA,UGA
429,934,Adeoye Adetunji,M,22,174,71,NGR
430,936,Isiaq Adeyanju,M,24,162,65,NGR
431,936,Isiaq Adeyanju,M,28,162,65,NGR
432,936,Isiaq Adeyanju,M,28,162,65,NGR
433,936,Isiaq Adeyanju,M,28,162,65,NGR
434,938,Cary Glen Adgate,M,22,173,74,USA
435,938,Cary Glen Adgate,M,22,173,74,USA
436,938,Cary Glen Adgate,M,26,173,74,USA
437,942,Moriam Seun Adigun,F,25,153,52,NGR
438,946,Adel Mohamed Adili,M,21,176,65,LBA
439,946,Adel Mohamed Adili,M,26,176,65,LBA
440,948,Hammed Adio,M,21,185,63,NGR
441,948,Hammed Adio,M,21,185,63,NGR
442,948,Hammed Adio,M,21,185,63,NGR
443,950,Ilana Adir (-Kamarshik),F,19,165,58,ISR
444,951,Evelyn Adiru,F,22,162,50,UGA
445,958,Denos Adjima Beche,M,NA,168,56,CIV
446,959,Christian Donfack Adjoufack,M,28,175,80,CMR
447,961,"Bradley Don ""Brad"" Adkins",M,22,188,80,USA
448,962,"Charles ""Chuck"" Adkins",M,20,NA,NA,USA
449,963,Derrick Ralph Adkins,M,26,188,80,USA
450,987,Khadour Adnan,M,25,173,81,SYR
451,989,Gadi Ado,M,20,173,61,UGA
452,989,Gadi Ado,M,20,173,61,UGA
453,991,Christopher Silas Adolf,M,24,168,59,PLW
454,993,Ruth Adolf,F,20,165,56,SUI
455,993,Ruth Adolf,F,20,165,56,SUI
456,994,Ricardo Adolfo,M,NA,NA,NA,PHI
457,1002,Daniel Adomako,M,20,170,69,GHA
458,1011,Omar Adorno,M,23,160,51,PUR
459,1013,Barthelmy Adoukonu,M,22,160,55,BEN
460,1014,Martin Natchaba Adouna,M,28,167,68,TOG
461,1024,Elisngela Maria Adriano,F,23,180,96,BRA
462,1024,Elisngela Maria Adriano,F,32,180,96,BRA
463,1024,Elisngela Maria Adriano,F,32,180,96,BRA
464,1024,Elisngela Maria Adriano,F,36,180,96,BRA
465,1026,Carlos Adsera Puig,M,21,173,72,ESP
466,1030,Martha Adusei,F,24,165,64,CAN
467,1030,Martha Adusei,F,24,165,64,CAN
468,1035,Erkin Adylbek uulu,M,25,190,80,KGZ
469,1043,Regula Aebi (-Anliker),F,22,170,58,SUI
470,1053,Luca Aerni,M,20,177,80,SUI
471,1057,Sara Aerts,F,28,182,64,BEL
472,1069,Nikolay Konstantinovich Afanasyev,M,30,187,80,RUS
473,1072,Yelena Aleksandrovna Afanasyeva (Vlasova-),F,30,164,56,RUS
474,1075,Abel Aferalign,M,20,169,54,ETH
